"TRIP_ID","CALL_TYPE","ORIGIN_CALL","ORIGIN_STAND","TAXI_ID","TIMESTAMP","DAY_TYPE","MISSING_DATA","POLYLINE"
"T60","A","32563",NA,"20000044","1408038636","A","False","[[-8.619264,41.16762],[-8.6193,41.16762],[-8.619264,41.167629],[-8.619255,41.167629],[-8.619255,41.167638],[-8.619552,41.167611],[-8.620245,41.167404],[-8.620299,41.166936],[-8.620416,41.165982],[-8.620587,41.164749],[-8.620668,41.164254],[-8.620794,41.163255],[-8.620164,41.162679],[-8.618463,41.162544],[-8.617356,41.162436],[-8.615997,41.162292],[-8.614548,41.162112],[-8.612595,41.161851],[-8.611866,41.161788],[-8.611866,41.161806],[-8.611686,41.161779],[-8.610066,41.161572],[-8.608239,41.161203],[-8.607186,41.161014],[-8.606133,41.160789],[-8.605233,41.160609],[-8.605737,41.159772],[-8.60607,41.159232],[-8.605053,41.158881],[-8.604477,41.158962],[-8.604513,41.159079],[-8.604531,41.159097],[-8.604639,41.15907],[-8.604639,41.159052],[-8.604684,41.159025],[-8.604693,41.159025],[-8.604747,41.158989],[-8.604711,41.158998]]"
"T61","B",NA,"15","20000041","1408038972","A","False","[[-8.585748,41.148495],[-8.585748,41.148594],[-8.585766,41.148774],[-8.585694,41.148882],[-8.585766,41.148954],[-8.585883,41.148963],[-8.586405,41.149008],[-8.587791,41.149296],[-8.589546,41.149773],[-8.591427,41.150286],[-8.592075,41.150466],[-8.59284,41.150673],[-8.594019,41.150925],[-8.595531,41.150142],[-8.596098,41.149818],[-8.597484,41.148945]]"
"T62","C",NA,NA,"20000245","1408039050","A","False","[[-8.574696,41.142708],[-8.574669,41.142888],[-8.575254,41.142951],[-8.575857,41.143275],[-8.575308,41.143887],[-8.573616,41.14395],[-8.574363,41.144067],[-8.576559,41.144364],[-8.578071,41.144652],[-8.579961,41.143905]]"
"T63","C",NA,NA,"20000649","1408038908","A","False","[[-8.582184,41.180058],[-8.582301,41.179671],[-8.58285,41.177871],[-8.583912,41.175666],[-8.584092,41.175369],[-8.584533,41.17455],[-8.585523,41.172471],[-8.586324,41.170968],[-8.586747,41.170104],[-8.587161,41.169339],[-8.587206,41.169312],[-8.587206,41.169321],[-8.587404,41.168943],[-8.587701,41.168826],[-8.587728,41.168826],[-8.587881,41.168835],[-8.588025,41.168853],[-8.588574,41.168835],[-8.588853,41.168682],[-8.589078,41.168592]]"
"T64","A","2002",NA,"20000662","1408038842","A","False","[[-8.601183,41.181885],[-8.601165,41.181903],[-8.601165,41.181903],[-8.601093,41.182047],[-8.601363,41.182668],[-8.600985,41.183055],[-8.599185,41.18256],[-8.597691,41.182146],[-8.597637,41.182128],[-8.597655,41.182128],[-8.597637,41.182128],[-8.597637,41.182137],[-8.597034,41.182074],[-8.594892,41.181516],[-8.592264,41.180454],[-8.590113,41.179734],[-8.588421,41.179581],[-8.586387,41.17986],[-8.584218,41.181291],[-8.583534,41.181237],[-8.583516,41.18121],[-8.583543,41.181192],[-8.583534,41.181147],[-8.583552,41.181156]]"
"T65","B",NA,"9","20000055","1408038861","A","False","[[-8.606403,41.144814],[-8.606394,41.144805],[-8.606529,41.144706],[-8.606493,41.144724],[-8.606475,41.144724],[-8.606565,41.144625],[-8.606556,41.144643],[-8.606754,41.14476],[-8.606691,41.144787],[-8.607015,41.144796],[-8.60805,41.143383],[-8.60814,41.143167],[-8.60814,41.143158],[-8.606673,41.142312],[-8.605098,41.143482],[-8.60472,41.143977],[-8.603316,41.143455],[-8.602029,41.142447],[-8.601489,41.139936],[-8.601228,41.137884],[-8.601246,41.137911],[-8.601264,41.137875],[-8.601804,41.137389]]"
"T66","B",NA,"9","20000595","1408038313","A","False","[[-8.606538,41.144778],[-8.606529,41.144733],[-8.606502,41.144742],[-8.606529,41.144715],[-8.606529,41.144697],[-8.606502,41.144697],[-8.606988,41.144895],[-8.607357,41.145309],[-8.607357,41.145633],[-8.607204,41.145795],[-8.607222,41.145777],[-8.607087,41.145984],[-8.60715,41.146308],[-8.607015,41.146569],[-8.60697,41.146659],[-8.606916,41.146803],[-8.606817,41.146911],[-8.606781,41.146911],[-8.606817,41.146911],[-8.606853,41.146938],[-8.606853,41.146956],[-8.607348,41.14728],[-8.608176,41.147379],[-8.608257,41.147379],[-8.608545,41.147532],[-8.609481,41.147757],[-8.610399,41.147838],[-8.610678,41.14773],[-8.610921,41.148387],[-8.61093,41.148567],[-8.610822,41.148864],[-8.610363,41.149989],[-8.610354,41.15043],[-8.610372,41.150448],[-8.61021,41.150655],[-8.609679,41.151249],[-8.609544,41.1516],[-8.610003,41.152068],[-8.610039,41.153202],[-8.609769,41.154192],[-8.609418,41.155452],[-8.609391,41.156937],[-8.609211,41.157405],[-8.608446,41.158863],[-8.607519,41.160762],[-8.606286,41.164587],[-8.606367,41.165694],[-8.606421,41.166117],[-8.606502,41.166891],[-8.606439,41.16879],[-8.60481,41.17068],[-8.602029,41.171193],[-8.598186,41.171355],[-8.596152,41.170959],[-8.594928,41.172669],[-8.593731,41.175531],[-8.593146,41.179068],[-8.593164,41.182821],[-8.594433,41.186727]]"
"T67","B",NA,"15","20000140","1408038813","A","False","[[-8.585712,41.148603],[-8.585712,41.148612],[-8.585748,41.148765],[-8.585694,41.148927],[-8.586018,41.148981],[-8.587188,41.149143],[-8.589195,41.149674],[-8.591616,41.150331],[-8.593092,41.150718],[-8.593083,41.150727],[-8.593101,41.150718],[-8.593191,41.150745],[-8.593281,41.150772],[-8.594109,41.150655],[-8.59374,41.149485],[-8.594505,41.149071],[-8.595918,41.148765],[-8.59599,41.148621],[-8.595468,41.147613],[-8.595189,41.146227],[-8.596215,41.146065],[-8.598708,41.145948],[-8.601444,41.145741],[-8.601723,41.145705],[-8.601732,41.145678],[-8.601714,41.145687]]"
"T68","A","62371",NA,"20000260","1408037585","A","False","[[-8.613522,41.162148],[-8.613522,41.162121],[-8.61354,41.162022],[-8.613486,41.161968],[-8.613396,41.162031],[-8.612991,41.161896],[-8.612631,41.162058],[-8.612181,41.162841],[-8.612505,41.162994],[-8.614161,41.163273],[-8.614638,41.163219],[-8.616042,41.163426],[-8.618121,41.163669],[-8.620254,41.164002],[-8.620362,41.163993],[-8.620956,41.164101],[-8.623494,41.164407],[-8.624538,41.164488],[-8.624628,41.164353],[-8.624655,41.16429],[-8.625303,41.164866],[-8.626437,41.164875],[-8.627823,41.164929],[-8.629452,41.165145]]"
"T69","C",NA,NA,"20000576","1408038568","A","False","[[-8.613972,41.134086],[-8.613972,41.134077],[-8.613981,41.134077],[-8.61399,41.134095],[-8.614062,41.134293],[-8.61408,41.134293],[-8.614224,41.134671],[-8.614386,41.135292],[-8.613981,41.135814],[-8.614728,41.136489],[-8.614926,41.136903],[-8.614953,41.137119],[-8.614737,41.137362],[-8.613855,41.137596],[-8.61336,41.137704],[-8.612883,41.137839],[-8.612766,41.137866],[-8.611911,41.138055],[-8.611056,41.138262],[-8.610237,41.138658],[-8.609832,41.138856],[-8.6094,41.138982],[-8.609211,41.139216],[-8.609607,41.140359],[-8.609661,41.140638],[-8.61039,41.141079],[-8.613054,41.141565],[-8.613504,41.141421],[-8.613999,41.141268],[-8.614305,41.141727],[-8.614089,41.142771],[-8.61291,41.143698],[-8.612307,41.144139],[-8.612271,41.144157],[-8.612055,41.144319],[-8.611974,41.144382],[-8.611839,41.144472],[-8.611839,41.144481],[-8.611848,41.144481],[-8.611668,41.144652],[-8.611218,41.144967]]"
"T70","B",NA,"13","20000047","1408039080","A","False","[[-8.628201,41.157378],[-8.62821,41.157387],[-8.628246,41.157369],[-8.628264,41.157351],[-8.628174,41.157513],[-8.627013,41.157576],[-8.625411,41.157324],[-8.62515,41.157234],[-8.624907,41.157081]]"
"T71","C",NA,NA,"20000010","1408032143","A","False","[[-8.624304,41.179689],[-8.624043,41.179698],[-8.623629,41.178978],[-8.624403,41.178015],[-8.62515,41.177007],[-8.626149,41.176323],[-8.627391,41.175981],[-8.627634,41.175936],[-8.627643,41.175945],[-8.627643,41.175963],[-8.627643,41.175972],[-8.628255,41.17653],[-8.628858,41.177817],[-8.629416,41.178969],[-8.629488,41.179167],[-8.629488,41.179158],[-8.629488,41.179158],[-8.629488,41.179149],[-8.62947,41.179149],[-8.628678,41.179455],[-8.62596,41.179779],[-8.624151,41.18004],[-8.62416,41.18004],[-8.622783,41.18031],[-8.620884,41.180958],[-8.620848,41.180967],[-8.620848,41.180958],[-8.620767,41.180994],[-8.621262,41.181651],[-8.622486,41.182992],[-8.623557,41.184675],[-8.624781,41.186511],[-8.626032,41.188419],[-8.627148,41.190102],[-8.628219,41.192469],[-8.6283,41.194944],[-8.62758,41.197545],[-8.627184,41.200218],[-8.626986,41.202468],[-8.624079,41.202648],[-8.620641,41.203251],[-8.617239,41.202297],[-8.613198,41.201136],[-8.608968,41.200497],[-8.604828,41.19948],[-8.600967,41.198724],[-8.59689,41.1975],[-8.59266,41.19669],[-8.589708,41.196249],[-8.588637,41.195376],[-8.588538,41.196942],[-8.586684,41.199687],[-8.583948,41.202639],[-8.582454,41.20704],[-8.579574,41.210865],[-8.57628,41.214627],[-8.57502,41.218848],[-8.573202,41.222898],[-8.571672,41.226813],[-8.568972,41.230566],[-8.566047,41.233788],[-8.5644,41.237379],[-8.564103,41.240925],[-8.564931,41.243967],[-8.566254,41.246352],[-8.567973,41.249871],[-8.56827,41.254434],[-8.56647,41.258988],[-8.564031,41.26329],[-8.56161,41.26761],[-8.559792,41.271831],[-8.560674,41.276367],[-8.560908,41.280939],[-8.558406,41.285088],[-8.553384,41.288184],[-8.548092,41.290794],[-8.542431,41.293602],[-8.538885,41.297166],[-8.537553,41.30199],[-8.532774,41.304573],[-8.527923,41.307057],[-8.525304,41.311341],[-8.52021,41.313726],[-8.516304,41.31711],[-8.516889,41.322024],[-8.51751,41.327019],[-8.514576,41.331159],[-8.510031,41.334372],[-8.507835,41.338728],[-8.5059,41.343417],[-8.506062,41.347899],[-8.506953,41.352318],[-8.504658,41.356053],[-8.501076,41.358996],[-8.49996,41.363334],[-8.501985,41.36769],[-8.503344,41.371722],[-8.501661,41.375673],[-8.500968,41.380236],[-8.497971,41.384547],[-8.49501,41.388768],[-8.495739,41.393772],[-8.495982,41.398425],[-8.493705,41.402673],[-8.493426,41.40666],[-8.495586,41.410233],[-8.494605,41.414346],[-8.493471,41.418684],[-8.494434,41.423346],[-8.496882,41.427576],[-8.497665,41.43186],[-8.495892,41.436324],[-8.493516,41.440725],[-8.492877,41.445261],[-8.4906,41.449275],[-8.488485,41.453622],[-8.483598,41.456511],[-8.479017,41.459715],[-8.474562,41.462883],[-8.470638,41.465457],[-8.469207,41.469111],[-8.465706,41.471991],[-8.461989,41.474916],[-8.458911,41.477994],[-8.460279,41.481648],[-8.46459,41.484015],[-8.466453,41.487669],[-8.464707,41.491467],[-8.466183,41.495013],[-8.469927,41.497992],[-8.472087,41.502276],[-8.471745,41.505912],[-8.469099,41.506281],[-8.466579,41.50773],[-8.463528,41.507892],[-8.459532,41.507712],[-8.454483,41.507559],[-8.44992,41.507973],[-8.445888,41.507532],[-8.444529,41.510133],[-8.444601,41.5134],[-8.444502,41.516712],[-8.445564,41.520429],[-8.446203,41.523912],[-8.444349,41.52672],[-8.443161,41.529411],[-8.443494,41.531868],[-8.445987,41.534478],[-8.444439,41.537682],[-8.441721,41.540391],[-8.439552,41.543361],[-8.436951,41.546331],[-8.434773,41.549139],[-8.432136,41.551263],[-8.4312,41.552514],[-8.429526,41.55471],[-8.427708,41.556699],[-8.425044,41.557392],[-8.42247,41.558436],[-8.420364,41.559804],[-8.41851,41.561019],[-8.41581,41.561748],[-8.413155,41.562009],[-8.410194,41.562351],[-8.407521,41.561487],[-8.407476,41.558877],[-8.407305,41.557311],[-8.407143,41.555664],[-8.407071,41.554386],[-8.406918,41.553027],[-8.406945,41.552928],[-8.406954,41.552901],[-8.406369,41.552613],[-8.40438,41.553567],[-8.401221,41.554899],[-8.398629,41.555925],[-8.396685,41.556213],[-8.394237,41.556015],[-8.39277,41.557788],[-8.389935,41.55732],[-8.388342,41.555574],[-8.38584,41.555565],[-8.385435,41.554071],[-8.383032,41.553369],[-8.381349,41.551731],[-8.380485,41.552676],[-8.379927,41.553252],[-8.379675,41.551929],[-8.379414,41.552811],[-8.379144,41.554269],[-8.378586,41.55534],[-8.378082,41.557023],[-8.377335,41.55831],[-8.376975,41.557599],[-8.377506,41.556843],[-8.377173,41.556879],[-8.377524,41.556465],[-8.37738,41.555772],[-8.377407,41.555628],[-8.37729,41.555664],[-8.377119,41.555952],[-8.377056,41.556114],[-8.377047,41.556114],[-8.376966,41.556267],[-8.376921,41.556393],[-8.37693,41.55642],[-8.37693,41.55642],[-8.376921,41.55642],[-8.376894,41.556393],[-8.376903,41.556384],[-8.376903,41.556402],[-8.376894,41.556375],[-8.376912,41.556393],[-8.376894,41.556357],[-8.376903,41.556393],[-8.376903,41.556393],[-8.376885,41.556366],[-8.376876,41.556375],[-8.376876,41.556384],[-8.376885,41.556393],[-8.376894,41.556384],[-8.376903,41.556375],[-8.376885,41.556384],[-8.376876,41.556375],[-8.376876,41.556384],[-8.376876,41.556375],[-8.376894,41.556393],[-8.376903,41.556402],[-8.376894,41.556393],[-8.376903,41.556402],[-8.376912,41.556402],[-8.376894,41.556348],[-8.376876,41.556339],[-8.376885,41.556357],[-8.376885,41.556357],[-8.376894,41.556357],[-8.376903,41.556348],[-8.376894,41.556357],[-8.376912,41.556393],[-8.37693,41.556393],[-8.376912,41.556321],[-8.376903,41.556321],[-8.376858,41.556312],[-8.376876,41.556339],[-8.376912,41.556384],[-8.376921,41.556402],[-8.376957,41.556429],[-8.376957,41.556429],[-8.376957,41.55642],[-8.376966,41.556402],[-8.376957,41.556393],[-8.376921,41.556366],[-8.376921,41.556393],[-8.376921,41.556393],[-8.376921,41.556393],[-8.376921,41.556384],[-8.376894,41.556357],[-8.376894,41.556366],[-8.376921,41.556366],[-8.376957,41.556312],[-8.376984,41.556294],[-8.376993,41.556312],[-8.376975,41.55633],[-8.376993,41.556321],[-8.376966,41.55633],[-8.376948,41.556339],[-8.376957,41.55633],[-8.376948,41.55633],[-8.37693,41.556339],[-8.37693,41.556348],[-8.376921,41.556366],[-8.376912,41.556375],[-8.376921,41.556384],[-8.376912,41.556375],[-8.376903,41.556357],[-8.376921,41.556366],[-8.376921,41.556393],[-8.376912,41.556393],[-8.376912,41.556375],[-8.376912,41.556375],[-8.376894,41.556366],[-8.376903,41.556357],[-8.376885,41.556357],[-8.376867,41.556348],[-8.376885,41.556339],[-8.376894,41.556348],[-8.376912,41.556339],[-8.37693,41.556303],[-8.376921,41.556303],[-8.376903,41.556312],[-8.376876,41.556303],[-8.376849,41.556285],[-8.376876,41.55633],[-8.376894,41.556357],[-8.376903,41.556357],[-8.376903,41.556357],[-8.376903,41.556357],[-8.376903,41.556339],[-8.376912,41.556339],[-8.376912,41.556339],[-8.376894,41.556321],[-8.376912,41.556348],[-8.376894,41.556348],[-8.376903,41.556339],[-8.37693,41.556339],[-8.376939,41.556357],[-8.376921,41.556339],[-8.376948,41.556321],[-8.376957,41.55633],[-8.37693,41.556348],[-8.376948,41.556348],[-8.376939,41.556348],[-8.376921,41.556357],[-8.376912,41.556384],[-8.37693,41.556375],[-8.376921,41.556366],[-8.376912,41.556348],[-8.37693,41.556339],[-8.376948,41.55633],[-8.37693,41.556357],[-8.376912,41.556366],[-8.376849,41.55633],[-8.376822,41.556339],[-8.37684,41.556348],[-8.376831,41.556375],[-8.376849,41.556393],[-8.376858,41.556411],[-8.376867,41.556411],[-8.376867,41.55642],[-8.376876,41.55642],[-8.376894,41.556438],[-8.376876,41.556438],[-8.376885,41.556429],[-8.376885,41.556411],[-8.376921,41.55642],[-8.376939,41.556411],[-8.376921,41.556402],[-8.376894,41.556375],[-8.376912,41.556384],[-8.376885,41.556384],[-8.376867,41.556402],[-8.376858,41.556411],[-8.376867,41.556402],[-8.376867,41.556375],[-8.376876,41.556438],[-8.376885,41.556429],[-8.376876,41.55642],[-8.376876,41.556429],[-8.376858,41.556402],[-8.376876,41.556447],[-8.376831,41.55642],[-8.376777,41.556438],[-8.376822,41.556501],[-8.376813,41.556483],[-8.376732,41.556447],[-8.376696,41.556465],[-8.376768,41.556492],[-8.376831,41.556483],[-8.376867,41.556456],[-8.376831,41.556411],[-8.376831,41.556411],[-8.376813,41.556429],[-8.376831,41.556438],[-8.376849,41.55642],[-8.376831,41.556456],[-8.376813,41.556438],[-8.376795,41.556438],[-8.376786,41.556429],[-8.376795,41.556411],[-8.376741,41.556438],[-8.376777,41.556411],[-8.376804,41.556402],[-8.376822,41.556402],[-8.376858,41.556393],[-8.376858,41.556429],[-8.376831,41.556447],[-8.37684,41.556465],[-8.376867,41.556384],[-8.376876,41.556375],[-8.376858,41.556375],[-8.376858,41.556366],[-8.376831,41.556384],[-8.376831,41.556375],[-8.376849,41.556375],[-8.376831,41.556384],[-8.376831,41.556384],[-8.376804,41.556393],[-8.376795,41.55642],[-8.376804,41.556402],[-8.376768,41.55642],[-8.376786,41.55642],[-8.376822,41.556375],[-8.376813,41.556357],[-8.376804,41.556348],[-8.376813,41.556357],[-8.376831,41.556366],[-8.376858,41.556375],[-8.376867,41.556375],[-8.376867,41.556366],[-8.376858,41.556375],[-8.376867,41.556384],[-8.376867,41.556384],[-8.376876,41.556384],[-8.376903,41.556357],[-8.37693,41.55633],[-8.376885,41.55633],[-8.376885,41.556366],[-8.376903,41.556348],[-8.376912,41.55633],[-8.376957,41.556366],[-8.376939,41.556357],[-8.376903,41.55633],[-8.376912,41.556366],[-8.376921,41.556384],[-8.376939,41.556375],[-8.376939,41.556357],[-8.376921,41.556321],[-8.376939,41.556321],[-8.376903,41.556339],[-8.376939,41.556339],[-8.376966,41.556366],[-8.376975,41.556357],[-8.376957,41.556357],[-8.376948,41.556348],[-8.37693,41.556321],[-8.37693,41.556321],[-8.376912,41.556348],[-8.376885,41.556393],[-8.376885,41.556429],[-8.376903,41.556438],[-8.376903,41.556375],[-8.376912,41.556339],[-8.376921,41.556357],[-8.376876,41.55633],[-8.376849,41.556339],[-8.376858,41.556339],[-8.376903,41.556366],[-8.376858,41.556321],[-8.376876,41.556348],[-8.376867,41.556366],[-8.376831,41.556393],[-8.376849,41.556393],[-8.376876,41.556339],[-8.376912,41.556249],[-8.376948,41.556213],[-8.376912,41.556321],[-8.376903,41.556402],[-8.376903,41.556411],[-8.376885,41.556375],[-8.376885,41.556348],[-8.376885,41.556348],[-8.376885,41.556357],[-8.376903,41.556366],[-8.376921,41.556375],[-8.376939,41.556357],[-8.376948,41.556366],[-8.376921,41.556393],[-8.376921,41.556411],[-8.376948,41.556393],[-8.376966,41.556402],[-8.376966,41.556384],[-8.376948,41.556375],[-8.376939,41.556348],[-8.37693,41.556357],[-8.37693,41.556366],[-8.376939,41.556375],[-8.376939,41.556339],[-8.37693,41.556357],[-8.376912,41.556366],[-8.376903,41.556375]]"
"T72","C",NA,NA,"20000004","1408037529","A","False","[[-8.663877,41.16366],[-8.663301,41.163642],[-8.662473,41.164227],[-8.660979,41.166],[-8.659422,41.167863],[-8.658297,41.169195],[-8.65746,41.17014],[-8.657244,41.170446],[-8.657244,41.170599],[-8.658711,41.171346],[-8.660115,41.172138],[-8.660511,41.173524],[-8.660718,41.175189],[-8.661015,41.175576],[-8.661033,41.175558],[-8.661213,41.175729],[-8.661231,41.17572],[-8.661339,41.175846],[-8.661402,41.175954],[-8.661411,41.175963],[-8.661384,41.175981],[-8.661456,41.176062],[-8.661456,41.176062],[-8.661465,41.176053],[-8.661465,41.176053],[-8.661456,41.176053],[-8.661537,41.176152],[-8.661672,41.176305],[-8.661798,41.176458],[-8.66187,41.176593],[-8.661861,41.176692],[-8.661834,41.176719],[-8.661762,41.176764],[-8.661375,41.176827],[-8.660709,41.176917],[-8.660097,41.176998],[-8.659674,41.177052],[-8.658765,41.177214],[-8.658666,41.177205],[-8.65818,41.177268],[-8.657388,41.177394],[-8.656659,41.177637],[-8.656416,41.1777],[-8.65629,41.177745],[-8.656065,41.17779],[-8.655804,41.177772],[-8.655435,41.178402],[-8.65701,41.179419],[-8.657802,41.180013],[-8.659809,41.181579],[-8.662338,41.183631],[-8.664336,41.18526],[-8.666883,41.187321],[-8.670852,41.189058],[-8.675901,41.189787],[-8.679591,41.192118],[-8.682813,41.195295],[-8.686017,41.198427],[-8.689383,41.201829],[-8.690292,41.205807],[-8.690373,41.210199],[-8.690472,41.214708],[-8.691003,41.21883],[-8.692425,41.222457],[-8.69445,41.22594],[-8.695197,41.229603],[-8.695503,41.233419],[-8.695881,41.23746],[-8.694675,41.241177],[-8.694306,41.244723],[-8.695737,41.248728],[-8.698698,41.252292],[-8.701137,41.255874],[-8.701659,41.260095],[-8.701452,41.26428],[-8.701911,41.268114],[-8.701785,41.272209],[-8.699967,41.276448],[-8.698995,41.280984],[-8.701101,41.285259],[-8.703783,41.289075],[-8.706186,41.292936],[-8.705619,41.297139],[-8.702352,41.299938],[-8.699643,41.30163],[-8.699058,41.300847],[-8.700813,41.302629],[-8.702073,41.304573],[-8.702748,41.30559],[-8.703792,41.307183],[-8.704647,41.308488],[-8.705349,41.30973],[-8.706069,41.310621],[-8.707527,41.312817],[-8.709021,41.315058],[-8.709939,41.316408],[-8.71056,41.316255],[-8.712072,41.315265],[-8.713782,41.314608],[-8.715384,41.314536],[-8.71776,41.313987],[-8.719686,41.313519],[-8.720586,41.314302],[-8.721882,41.31585],[-8.722521,41.317398],[-8.723259,41.318415],[-8.723574,41.320224],[-8.724492,41.322114],[-8.72559,41.324409],[-8.727156,41.326578],[-8.728263,41.328657],[-8.729766,41.330565]]"
"T73","B",NA,"15","20000334","1408039046","A","False","[[-8.585595,41.148531],[-8.585676,41.148666],[-8.585703,41.148846],[-8.58582,41.148963],[-8.585955,41.148972],[-8.587026,41.149053],[-8.589357,41.149683],[-8.591895,41.150385],[-8.593443,41.150754],[-8.593416,41.150745],[-8.593407,41.150772]]"
"T74","C",NA,NA,"20000256","1408038045","A","False","[[-8.660421,41.172516],[-8.660421,41.172516],[-8.660286,41.172282],[-8.660142,41.172084],[-8.660124,41.172075],[-8.660313,41.172426],[-8.660502,41.173623],[-8.660709,41.175207],[-8.660592,41.175621],[-8.659458,41.176197],[-8.657766,41.176224],[-8.656704,41.17599],[-8.655606,41.176251],[-8.654814,41.175855],[-8.653761,41.174991],[-8.653293,41.174991],[-8.652078,41.174991],[-8.651943,41.174928],[-8.651763,41.174802],[-8.651673,41.174739],[-8.650665,41.173965],[-8.649792,41.173254],[-8.648298,41.172066],[-8.647209,41.171166],[-8.645967,41.170167],[-8.644446,41.168925],[-8.643474,41.167044],[-8.641512,41.166144],[-8.640405,41.168178],[-8.639019,41.16933],[-8.637426,41.170356],[-8.634555,41.171364],[-8.631603,41.172003],[-8.628066,41.17275],[-8.624313,41.173182],[-8.620155,41.173587],[-8.616078,41.174028],[-8.612559,41.174451],[-8.608986,41.173812],[-8.607447,41.172867],[-8.606421,41.172165],[-8.605197,41.171679],[-8.60445,41.171526],[-8.603334,41.171409],[-8.601336,41.171193],[-8.599401,41.171211],[-8.598852,41.171301],[-8.59788,41.17149],[-8.595864,41.171796],[-8.594973,41.171715],[-8.594127,41.171337],[-8.59293,41.170509],[-8.590878,41.169195],[-8.588565,41.167845],[-8.585541,41.166549],[-8.582805,41.16537],[-8.582193,41.163471],[-8.581752,41.16321],[-8.581644,41.16321],[-8.581518,41.16321],[-8.581392,41.163237],[-8.580888,41.163588],[-8.580654,41.163903],[-8.579943,41.16402],[-8.578791,41.164749],[-8.577396,41.165667],[-8.577072,41.166198],[-8.576955,41.166396],[-8.576946,41.166405],[-8.576946,41.166405],[-8.576937,41.166414],[-8.576784,41.166621],[-8.576019,41.167179],[-8.574714,41.167836],[-8.573526,41.168754],[-8.572113,41.169375],[-8.5707,41.169924],[-8.570601,41.169717]]"
"T75","B",NA,"47","20000349","1412064770","A","False","[[-8.654733,41.173542],[-8.654724,41.173569],[-8.65476,41.17356],[-8.654814,41.173506],[-8.655336,41.172849],[-8.655444,41.172768],[-8.655318,41.17275],[-8.65521,41.17275],[-8.655201,41.172759],[-8.655192,41.172759],[-8.655192,41.172777],[-8.654958,41.173119],[-8.654202,41.174019],[-8.653455,41.174856],[-8.652996,41.175009],[-8.652672,41.174937],[-8.652438,41.174919],[-8.652357,41.174928],[-8.652078,41.174982],[-8.651997,41.174982],[-8.650827,41.174118],[-8.648748,41.17248],[-8.646507,41.170662],[-8.644032,41.16861],[-8.641818,41.16681],[-8.640135,41.165379],[-8.640018,41.165154],[-8.64,41.165028],[-8.639973,41.164911],[-8.639703,41.164677],[-8.639559,41.164641],[-8.639361,41.164632],[-8.639235,41.164632],[-8.639199,41.164632],[-8.639127,41.164623],[-8.637849,41.164551],[-8.636985,41.164452],[-8.636985,41.164443],[-8.636994,41.164434],[-8.636409,41.164281],[-8.634672,41.163705],[-8.633691,41.163345],[-8.633025,41.162535],[-8.632233,41.161554],[-8.631666,41.160879],[-8.630766,41.159754],[-8.630514,41.159457],[-8.630325,41.159277],[-8.629866,41.158656],[-8.630235,41.158116],[-8.630037,41.157477],[-8.629695,41.157153],[-8.628714,41.157027],[-8.628453,41.157126],[-8.628174,41.157378],[-8.627418,41.157567],[-8.627094,41.157513],[-8.627049,41.157522],[-8.626932,41.157477],[-8.626221,41.157423],[-8.625096,41.157261],[-8.625051,41.157243],[-8.625015,41.157234],[-8.625825,41.157414],[-8.627193,41.157684],[-8.627247,41.15763],[-8.627229,41.157585],[-8.627238,41.157648]]"
"T76","C",NA,NA,"20000675","1412065616","A","False","[[-8.626788,41.173119],[-8.626158,41.171427],[-8.626104,41.171247],[-8.626077,41.170977],[-8.625879,41.17041],[-8.626032,41.170428],[-8.625942,41.170104],[-8.625753,41.169645],[-8.625636,41.169636],[-8.625618,41.169492],[-8.625627,41.16942]]"
"T77","B",NA,"23","20000010","1412065748","A","False","[[-8.612361,41.145858],[-8.611866,41.146002]]"
"T78","C",NA,NA,"20000224","1412065216","A","False","[[-8.660421,41.150007],[-8.660349,41.150034],[-8.660349,41.150043],[-8.66034,41.150043],[-8.660331,41.150043],[-8.660169,41.150052],[-8.660268,41.150043],[-8.660313,41.15007],[-8.66034,41.15007],[-8.660655,41.150142],[-8.659908,41.150547],[-8.657802,41.150961],[-8.654661,41.152149],[-8.652303,41.152194],[-8.650791,41.153283],[-8.650197,41.153769],[-8.648865,41.154138],[-8.648253,41.15412],[-8.646867,41.154228],[-8.646093,41.154273],[-8.646003,41.154264],[-8.647065,41.154237],[-8.647281,41.154129],[-8.647254,41.15412],[-8.647236,41.154165],[-8.6472,41.154192],[-8.647209,41.154192],[-8.647218,41.154201],[-8.647245,41.154237],[-8.647299,41.154228],[-8.647236,41.154282],[-8.647533,41.154219],[-8.648055,41.15439]]"
"T79","C",NA,NA,"20000901","1412065607","A","False","[[-8.609238,41.180256],[-8.609391,41.183622],[-8.609328,41.184504],[-8.606358,41.184396],[-8.604612,41.184],[-8.60454,41.184009],[-8.604369,41.184],[-8.602686,41.183451],[-8.600346,41.182866],[-8.59878,41.182425],[-8.5977,41.182146],[-8.596809,41.184063]]"
