Points
[[-8.632746, 41.14692], [-8.63225472413793, 41.152462137931], [-8.63176344827586, 41.1484336758621], [-8.63127217241379, 41.1531373636364], [-8.63078089655172, 41.1537653453422], [-8.63028962068965, 41.1461908980957], [-8.62979834482759, 41.1505324137931], [-8.62930706896552, 41.1510509827586], [-8.62881579310345, 41.1521119655172], [-8.62832451724138, 41.1502562068966], [-8.62783324137931, 41.1473859444969], [-8.62734196551724, 41.1447006274071], [-8.62685068965517, 41.1447580492611], [-8.6263594137931, 41.1447303881871], [-8.62586813793103, 41.1446574264254], [-8.62537686206896, 41.1445844646637], [-8.6248855862069, 41.144511502902], [-8.62439431034483, 41.1444385411403], [-8.62390303448276, 41.1443575106897], [-8.62341175862069, 41.1442052151724], [-8.62292048275862, 41.1440529196552], [-8.62242920689655, 41.1439006241379], [-8.62193793103448, 41.1436613793103], [-8.62144665517241, 41.1433104679803], [-8.62095537931035, 41.1429595566502], [-8.62046410344828, 41.1426086453202], [-8.61997282758621, 41.1422795880509], [-8.61948155172414, 41.1419590765259], [-8.61899027586207, 41.1416385650009], [-8.618499, 41.141376]]
[[-8.665686, 41.170626], [-8.66523817241379, 41.1709810125392], [-8.66479034482759, 41.1713157523511], [-8.66434251724138, 41.1738603490255], [-8.66389468965517, 41.1764265958021], [-8.66344686206897, 41.1741238965517], [-8.66299903448276, 41.1777884960212], [-8.66255120689655, 41.1763689688814], [-8.66210337931035, 41.1742801974922], [-8.66165555172414, 41.1767889239001], [-8.66120772413793, 41.1768506932223], [-8.66075989655172, 41.1769124625446], [-8.66031206896552, 41.1769742318668], [-8.65986424137931, 41.1770360011891], [-8.6594164137931, 41.1770977705113], [-8.6589685862069, 41.1771595398335], [-8.65852075862069, 41.1772501794646], [-8.65807293103448, 41.1773460403217], [-8.65762510344828, 41.1774419011788], [-8.65717727586207, 41.1775377620359], [-8.65672944827586, 41.177633622893], [-8.65628162068966, 41.1777294837501], [-8.65583379310345, 41.1778046065098], [-8.65538596551724, 41.1778632007734], [-8.65493813793104, 41.1802015862069], [-8.65449031034483, 41.1858740689655], [-8.65404248275862, 41.1864172603448], [-8.65359465517241, 41.1846343891626], [-8.65314682758621, 41.1824242241379], [-8.652699, 41.180409]]
[[-8.632845, 41.168205], [-8.63284127586207, 41.1681938275862], [-8.63283755172414, 41.1681826551724], [-8.63283382758621, 41.1681801724138], [-8.63283010344828, 41.1681838965517], [-8.63282637931034, 41.168187], [-8.63282265517241, 41.168187], [-8.63281893103448, 41.168187], [-8.63281520689655, 41.1681944482759], [-8.63281148275862, 41.1682043793103], [-8.63280775862069, 41.1682143103448], [-8.63280403448276, 41.1682242413793], [-8.63280031034483, 41.1682341724138], [-8.6327965862069, 41.1682382512315], [-8.63279286206897, 41.1682417980296], [-8.63278913793103, 41.1682453448276], [-8.6327854137931, 41.1682488916256], [-8.63278168965517, 41.1682524384236], [-8.63277796551724, 41.1682559852217], [-8.63277424137931, 41.1682595320197], [-8.63277051724138, 41.1682630788177], [-8.63276679310345, 41.1682666256158], [-8.63276306896552, 41.1682701724138], [-8.63275934482759, 41.1682737192118], [-8.63275562068966, 41.1682772660099], [-8.63275189655172, 41.1682808128079], [-8.63274817241379, 41.1682843596059], [-8.63274444827586, 41.1682879064039], [-8.63274072413793, 41.168291453202], [-8.632737, 41.168295]]
[[-8.653158, 41.14836], [-8.65090179310345, 41.1482195172414], [-8.6486455862069, 41.1482268206897], [-8.64638937931034, 41.1571157676819], [-8.64413317241379, 41.1532244068966], [-8.64187696551724, 41.1505338704116], [-8.63962075862069, 41.1443389862069], [-8.63736455172414, 41.1355694482759], [-8.63510834482759, 41.1299441314655], [-8.63285213793103, 41.1181277649221], [-8.63059593103448, 41.1167419728689], [-8.62833972413793, 41.1157842576289], [-8.62608351724138, 41.1150504912267], [-8.62382731034483, 41.1145183391808], [-8.62157110344828, 41.1140206605933], [-8.61931489655172, 41.1135181865683], [-8.61705868965517, 41.1130153987528], [-8.61480248275862, 41.1125113525312], [-8.61254627586207, 41.1119870120006], [-8.61029006896552, 41.1114204754671], [-8.60803386206897, 41.1102148275862], [-8.60577765517241, 41.1085828162635], [-8.60352144827586, 41.1144719195402], [-8.60126524137931, 41.1131112217834], [-8.59900903448276, 41.1113948596908], [-8.59675282758621, 41.109092778963], [-8.59449662068966, 41.1082102128163], [-8.5922404137931, 41.1064281304876], [-8.58998420689655, 41.1015485657328], [-8.587728, 41.097942]]
[[-8.638227, 41.159592], [-8.63724475862069, 41.1592038569941], [-8.63626251724138, 41.1590518875732], [-8.63528027586207, 41.1588999181522], [-8.63429803448276, 41.1589007239798], [-8.63331579310345, 41.1589232524518], [-8.63233355172414, 41.161966784847], [-8.63135131034483, 41.1625754978145], [-8.63036906896552, 41.1630230945135], [-8.62938682758621, 41.1634645066313], [-8.6284045862069, 41.1635613563218], [-8.62742234482759, 41.1635104252874], [-8.62644010344828, 41.1634570644678], [-8.62545786206897, 41.1633953778111], [-8.62447562068966, 41.1632998527666], [-8.62349337931034, 41.1631353844427], [-8.62251113793103, 41.1629857294821], [-8.62152889655172, 41.1628624962463], [-8.62054665517242, 41.1627392630106], [-8.6195644137931, 41.1626486624869], [-8.61858217241379, 41.1625626750261], [-8.61759993103448, 41.1624724956586], [-8.61661768965517, 41.1623594319028], [-8.61563544827586, 41.1622463681469], [-8.61465320689655, 41.1621293277771], [-8.61367096551724, 41.1620097190482], [-8.61268872413793, 41.1607510781609], [-8.61170648275862, 41.151481629885], [-8.61072424137931, 41.1512463931035], [-8.609742, 41.1615]]
[[-8.613351, 41.1669], [-8.61327031034483, 41.1591652758619], [-8.61318962068965, 41.1566260815048], [-8.61310893103448, 41.1599245768026], [-8.61302824137931, 41.1632230721004], [-8.61294755172414, 41.1665215673981], [-8.61286686206897, 41.1590510689655], [-8.61278617241379, 41.1540632068966], [-8.61270548275862, 41.1551363793104], [-8.61262479310345, 41.1562095517241], [-8.61254410344828, 41.1572827241379], [-8.6124634137931, 41.1575522824934], [-8.61238272413793, 41.1577896962865], [-8.61230203448276, 41.1580271100796], [-8.61222134482759, 41.1582645238727], [-8.61214065517241, 41.1585019376658], [-8.61205996551724, 41.1582111206896], [-8.61197927586207, 41.1551785344828], [-8.6118985862069, 41.1569227418719], [-8.61181789655172, 41.1578864068966], [-8.61173720689655, 41.1588500719212], [-8.61165651724138, 41.1598137369458], [-8.61157582758621, 41.1617145310346], [-8.61149513793103, 41.1652702551725], [-8.61141444827586, 41.1636862664576], [-8.61133375862069, 41.161777137931], [-8.61125306896552, 41.1622021034483], [-8.61117237931034, 41.16306075], [-8.61109168965517, 41.16403575], [-8.611011, 41.164263]]
[[-8.620353, 41.147352], [-8.62003272413793, 41.146833270557], [-8.61971244827586, 41.1468933926812], [-8.61939217241379, 41.146955486981], [-8.61907189655172, 41.1470175812808], [-8.61875162068966, 41.1470796755806], [-8.61843134482759, 41.1471417698804], [-8.61811106896552, 41.1472038641802], [-8.61779079310345, 41.1472659584799], [-8.61747051724138, 41.1473280527797], [-8.61715024137931, 41.1473901470795], [-8.61682996551724, 41.1474522413793], [-8.61650968965517, 41.1475143356791], [-8.6161894137931, 41.1475764299789], [-8.61586913793103, 41.1476385242787], [-8.61554886206897, 41.1477006185785], [-8.6152285862069, 41.1477627128783], [-8.61490831034483, 41.147824807178], [-8.61458803448276, 41.1478869014778], [-8.61426775862069, 41.1479489957776], [-8.61394748275862, 41.1480110900774], [-8.61362720689655, 41.1480731843772], [-8.61330693103448, 41.148135278677], [-8.61298665517241, 41.1481973729768], [-8.61266637931034, 41.1481345503665], [-8.61234610344828, 41.1480488072224], [-8.61202582758621, 41.1479630640782], [-8.61170555172414, 41.1479552102336], [-8.61138527586207, 41.1481515083426], [-8.611065, 41.149431]]
[[-8.61111, 41.162976], [-8.61044772413793, 41.1644540584708], [-8.60978544827586, 41.164466856072], [-8.60912317241379, 41.1644774569873], [-8.60846089655172, 41.1644472479129], [-8.60779862068966, 41.1644170388385], [-8.60713634482759, 41.1643868297641], [-8.60647406896552, 41.164511804287], [-8.60581179310345, 41.1650385346185], [-8.60514951724138, 41.1654139980994], [-8.60448724137931, 41.1654080312461], [-8.60382496551724, 41.1653817314826], [-8.60316268965517, 41.1653554317192], [-8.6025004137931, 41.1651468947368], [-8.60183813793103, 41.1641360526316], [-8.60117586206897, 41.1642368468732], [-8.6005135862069, 41.1646328965517], [-8.59985131034483, 41.1650008275862], [-8.59918903448276, 41.1653687586207], [-8.59852675862069, 41.1657187351431], [-8.59786448275862, 41.1659607413793], [-8.59720220689655, 41.1661783463054], [-8.59653993103448, 41.1663959512315], [-8.59587765517241, 41.1666135561576], [-8.59521537931034, 41.1668179846327], [-8.59455310344828, 41.1670219464018], [-8.59389082758621, 41.1672259081709], [-8.59322855172414, 41.1674657351984], [-8.59256627586207, 41.1678364430709], [-8.591904, 41.168169]]
[[-8.620371, 41.147199], [-8.61958582758621, 41.1473793657915], [-8.61880065517241, 41.1474869304467], [-8.61801548275862, 41.1475944951019], [-8.61723031034483, 41.1477020597571], [-8.61644513793103, 41.1478096244122], [-8.61565996551724, 41.1479171890674], [-8.61487479310345, 41.1480247537226], [-8.61408962068966, 41.1481323183777], [-8.61330444827586, 41.1482398830329], [-8.61251927586207, 41.148005597561], [-8.61173410344828, 41.1489308545727], [-8.61094893103448, 41.150392137931], [-8.61016375862069, 41.1530442015915], [-8.6093785862069, 41.1620012803993], [-8.6085934137931, 41.1642661273209], [-8.60780824137931, 41.1660449232481], [-8.60702306896552, 41.1664556330514], [-8.60623789655172, 41.1686053448276], [-8.60545272413793, 41.1728647320955], [-8.60466755172414, 41.1718747429467], [-8.60388237931034, 41.1727588462008], [-8.60309720689655, 41.1737238809493], [-8.60231203448276, 41.1737716480923], [-8.60152686206897, 41.1738194152354], [-8.60074168965517, 41.1767471034483], [-8.59995651724138, 41.1752687974138], [-8.59917134482759, 41.1781236027358], [-8.59838617241379, 41.1808841181218], [-8.597601, 41.181345]]
[[-8.614755, 41.150376], [-8.61440617241379, 41.1512418741603], [-8.61405734482759, 41.1504717353336], [-8.61370851724138, 41.1522607141268], [-8.61335968965517, 41.1536846482759], [-8.61301086206897, 41.1693172997347], [-8.61266203448276, 41.1722587041158], [-8.61231320689655, 41.1756750344828], [-8.61196437931035, 41.1546623275862], [-8.61161555172414, 41.171987637931], [-8.61126672413793, 41.1620137308121], [-8.61091789655172, 41.1528217626304], [-8.61056906896552, 41.1793894450682], [-8.61022024137931, 41.1617018192436], [-8.6098714137931, 41.1685827246941], [-8.6095225862069, 41.1754636301446], [-8.60917375862069, 41.1748966909815], [-8.60882493103448, 41.1605545106101], [-8.60847610344828, 41.1699600193965], [-8.60812727586207, 41.1670120344828], [-8.60777844827586, 41.1757064866231], [-8.60742962068966, 41.1708198932818], [-8.60708079310345, 41.1659332999406], [-8.60673196551724, 41.1639978491379], [-8.60638313793103, 41.1696790935961], [-8.60603431034483, 41.1742243727866], [-8.60568548275862, 41.1736838471575], [-8.60533665517241, 41.1731292020952], [-8.60498782758621, 41.1722196010476], [-8.604639, 41.17131]]
[[-8.64459, 41.130747], [-8.64337437931035, 41.1302337783251], [-8.64215875862069, 41.1320307092094], [-8.64094313793104, 41.1280152268685], [-8.63972751724138, 41.1276906946482], [-8.63851189655172, 41.1272108632108], [-8.63729627586207, 41.1265376686422], [-8.63608065517241, 41.1258053472057], [-8.63486503448276, 41.1260568549346], [-8.6336494137931, 41.1261849096314], [-8.63243379310345, 41.1260539730135], [-8.63121817241379, 41.1262360224888], [-8.63000255172414, 41.1266638737125], [-8.62878693103448, 41.1274118275862], [-8.62757131034483, 41.1285420225705], [-8.62635568965517, 41.1303192900609], [-8.62514006896552, 41.1302166496201], [-8.62392444827586, 41.1297648996865], [-8.62270882758621, 41.1303393551209], [-8.62149320689655, 41.1311424357367], [-8.6202775862069, 41.1312529467085], [-8.61906196551724, 41.1337098283358], [-8.61784634482759, 41.1369248333534], [-8.61663072413793, 41.1371069646762], [-8.61541510344828, 41.137289095999], [-8.61419948275862, 41.1375741874608], [-8.61298386206897, 41.1378651996865], [-8.61176824137931, 41.1387233113742], [-8.61055262068965, 41.1401430474781], [-8.609337, 41.139567]]
[[-8.614854, 41.163147], [-8.61473296551724, 41.1504873251232], [-8.61461193103448, 41.1521795793104], [-8.61449089655172, 41.1548342689655], [-8.61436986206897, 41.1574889586207], [-8.61424882758621, 41.1601436482759], [-8.61412779310345, 41.162798337931], [-8.61400675862069, 41.1590407728195], [-8.61388572413793, 41.1545909756592], [-8.61376468965517, 41.1520094806035], [-8.61364365517241, 41.1525503534483], [-8.61352262068966, 41.1530912262931], [-8.6134015862069, 41.150664474645], [-8.61328055172414, 41.1503468706897], [-8.61315951724138, 41.1508119568966], [-8.61303848275862, 41.1512770431035], [-8.61291744827586, 41.1517421293103], [-8.6127964137931, 41.1522072155172], [-8.61267537931034, 41.1526723017241], [-8.61255434482759, 41.153137387931], [-8.61243331034483, 41.1536024741379], [-8.61231227586207, 41.1558116896552], [-8.61219124137931, 41.1577875], [-8.61207020689655, 41.1525225], [-8.61194917241379, 41.1558260896551], [-8.61182813793103, 41.1609579517241], [-8.61170710344828, 41.1601371347962], [-8.61158606896552, 41.160723968652], [-8.61146503448276, 41.1613108025078], [-8.611344, 41.161779]]
[[-8.64468, 41.15124], [-8.64260410344827, 41.1538613281947], [-8.64052820689655, 41.1499285402299], [-8.63845231034483, 41.1478596752249], [-8.6363764137931, 41.1400319821641], [-8.63430051724138, 41.1512941730145], [-8.63222462068966, 41.1367556640634], [-8.63014872413793, 41.1222171551123], [-8.62807282758621, 41.1156961600521], [-8.62599693103448, 41.115141784195], [-8.62392103448276, 41.1145874083379], [-8.62184513793103, 41.1140877799131], [-8.61976924137931, 41.1136268000198], [-8.61769334482759, 41.1131658201265], [-8.61561744827586, 41.1127044649332], [-8.61354155172414, 41.1122428148901], [-8.61146565517241, 41.1117811648469], [-8.60938975862069, 41.110951469535], [-8.60731386206897, 41.1098925718444], [-8.60523796551724, 41.1083084290793], [-8.60316206896552, 41.1051767500889], [-8.60108617241379, 41.10331011137], [-8.59901027586207, 41.1014850760068], [-8.59693437931034, 41.100094542248], [-8.59485848275862, 41.0987040084891], [-8.5927825862069, 41.0970732779841], [-8.59070668965517, 41.0953806238727], [-8.58863079310345, 41.0925314530504], [-8.58655489655172, 41.0963391548056], [-8.584479, 41.095134]]
[[-8.623125, 41.1642], [-8.622999, 41.1641944054054], [-8.622873, 41.1641773783784], [-8.622747, 41.1641603513513], [-8.622621, 41.1641433243243], [-8.622495, 41.1641262972973], [-8.622369, 41.165245173913], [-8.622243, 41.1672159782609], [-8.622117, 41.1691867826087], [-8.621991, 41.1711575869565], [-8.621865, 41.1731283913044], [-8.621739, 41.1750991956522], [-8.621613, 41.17707], [-8.621487, 41.1776187313433], [-8.621361, 41.1774287910448], [-8.621235, 41.1772388507463], [-8.621109, 41.1770489104478], [-8.620983, 41.1768589701493], [-8.620857, 41.1712121250001], [-8.620731, 41.164038], [-8.620605, 41.1678269999999], [-8.620479, 41.1681262499999], [-8.620353, 41.17233975], [-8.620227, 41.1709905000001], [-8.620101, 41.1718982727272], [-8.619975, 41.169732], [-8.619849, 41.1690726], [-8.619723, 41.1700968], [-8.619597, 41.17182975], [-8.619471, 41.17419]]
[[-8.612613, 41.145894], [-8.61233337931034, 41.1459178992042], [-8.61205375862069, 41.1459417984085], [-8.61177413793103, 41.1459656976127], [-8.61149451724138, 41.1460029256528], [-8.61121489655172, 41.146083740881], [-8.61093527586207, 41.1461645561092], [-8.61065565517241, 41.1462453713375], [-8.61037603448276, 41.1463261865657], [-8.6100964137931, 41.1464070017939], [-8.60981679310345, 41.1465401961207], [-8.60953717241379, 41.1466996672953], [-8.60925755172414, 41.1468591384698], [-8.60897793103448, 41.1470186096444], [-8.60869831034483, 41.1473570630542], [-8.60841868965517, 41.1476764149554], [-8.60813906896552, 41.1481414021697], [-8.60785944827586, 41.148606389384], [-8.60757982758621, 41.1490968676608], [-8.60730020689655, 41.149671223672], [-8.6070205862069, 41.1502455796831], [-8.60674096551724, 41.1507953623516], [-8.60646134482759, 41.1513408518937], [-8.60618172413793, 41.1519051724138], [-8.60590210344828, 41.1524718703448], [-8.60562248275862, 41.1529077481851], [-8.60534286206897, 41.1531984065336], [-8.60506324137931, 41.1534961293103], [-8.60478362068966, 41.1540413896552], [-8.604504, 41.159673]]
[[-8.61255, 41.146128], [-8.61229179310345, 41.1460882758621], [-8.6120335862069, 41.1460816936648], [-8.61177537931034, 41.1460915040882], [-8.61151717241379, 41.1458852047636], [-8.61125896551724, 41.145678905439], [-8.61100075862069, 41.1454726061145], [-8.61074255172414, 41.1454832667877], [-8.61048434482759, 41.1437573575318], [-8.61022613793103, 41.1435505012867], [-8.60996793103448, 41.1434875553268], [-8.60970972413793, 41.143424609367], [-8.60945151724138, 41.1433616634071], [-8.60919331034483, 41.1432987174472], [-8.60893510344828, 41.1432357714874], [-8.60867689655172, 41.1431728255275], [-8.60841868965517, 41.1436210898156], [-8.60816048275862, 41.1441214907779], [-8.60790227586207, 41.1446218917402], [-8.60764406896552, 41.1451222927025], [-8.60738586206897, 41.1452917207182], [-8.60712765517241, 41.1445832522086], [-8.60686944827586, 41.1438747836991], [-8.60661124137931, 41.1431663151895], [-8.60635303448276, 41.14245784668], [-8.60609482758621, 41.1444267896837], [-8.60583662068966, 41.1442603422628], [-8.6055784137931, 41.1440938948418], [-8.60532020689655, 41.1439274474209], [-8.605062, 41.143761]]
[[-8.688717, 41.172921], [-8.68702624137931, 41.169167912069], [-8.68533548275862, 41.167275160288], [-8.68364472413793, 41.1670036065967], [-8.68195396551724, 41.1667242638681], [-8.68026320689655, 41.166448224645], [-8.67857244827586, 41.166174719574], [-8.67688168965517, 41.1658899352941], [-8.67519093103448, 41.1656015117647], [-8.67350017241379, 41.1653028121284], [-8.6718094137931, 41.1650035284186], [-8.67011865517241, 41.1647137030821], [-8.66842789655172, 41.1644294162344], [-8.66673713793103, 41.1641446165985], [-8.66504637931035, 41.1638580473407], [-8.66335562068966, 41.1635718345905], [-8.66166486206897, 41.1632988475216], [-8.65997410344828, 41.1630258604526], [-8.65828334482759, 41.1611712603278], [-8.6565925862069, 41.1618701187739], [-8.65490182758621, 41.162057091133], [-8.65321106896552, 41.1618757389163], [-8.65152031034483, 41.1615902861621], [-8.64982955172414, 41.1543301422414], [-8.64813879310345, 41.1563560172414], [-8.64644803448276, 41.157135005997], [-8.64475727586207, 41.1537030334119], [-8.64306651724138, 41.1477055869082], [-8.64137575862069, 41.1470970206897], [-8.639685, 41.144175]]
[[-8.689329, 41.168115], [-8.68752465517241, 41.1675990775862], [-8.68572031034483, 41.1673198337438], [-8.68391596551724, 41.1670328944451], [-8.68211162068966, 41.1667254015966], [-8.68030727586207, 41.1664228952082], [-8.67850293103448, 41.166122952172], [-8.6766985862069, 41.1658268951685], [-8.67489424137931, 41.1655322027468], [-8.67308989655172, 41.1652297456647], [-8.67128555172414, 41.1649264933687], [-8.66948120689655, 41.1646211427056], [-8.66767686206897, 41.1643178144583], [-8.66587251724138, 41.1640155638019], [-8.66406817241379, 41.1637356437164], [-8.66226382758621, 41.163461905718], [-8.66045948275862, 41.1631706981667], [-8.65865513793104, 41.1628473488725], [-8.65685079310345, 41.1625034121751], [-8.65504644827586, 41.1621943339822], [-8.65324210344828, 41.1618891000536], [-8.65143775862069, 41.1615899340718], [-8.6496334137931, 41.1612901644283], [-8.64782906896552, 41.1609862747731], [-8.64602472413793, 41.1606837128872], [-8.64422037931035, 41.1603863293297], [-8.64241603448276, 41.1600973072626], [-8.64061168965517, 41.1598095112444], [-8.63880734482759, 41.1595181053377], [-8.637003, 41.159115]]
[[-8.615592, 41.142645], [-8.61415262068966, 41.1418294581281], [-8.61271324137931, 41.1412505275862], [-8.61127386206896, 41.1411331045372], [-8.60983448275862, 41.1410895443642], [-8.60839510344828, 41.1411635045659], [-8.60695572413793, 41.1414254897175], [-8.60551634482759, 41.1417333087869], [-8.60407696551724, 41.1418750543883], [-8.6026375862069, 41.1419547867699], [-8.60119820689655, 41.141903020936], [-8.59975882758621, 41.1417573694581], [-8.59831944827586, 41.1413554226992], [-8.59688006896552, 41.140678628454], [-8.59544068965517, 41.1402833793103], [-8.59400131034483, 41.1400803899204], [-8.59256193103448, 41.1400815407708], [-8.59112255172414, 41.1401958444219], [-8.58968317241379, 41.1407101768632], [-8.58824379310345, 41.1415975361513], [-8.5868044137931, 41.1427101697384], [-8.58536503448276, 41.1435439371624], [-8.58392565517241, 41.1436523241587], [-8.58248627586207, 41.1437556956659], [-8.58104689655172, 41.1438437310978], [-8.57960751724138, 41.1440406863132], [-8.57816813793104, 41.1446684332371], [-8.57672875862069, 41.1443205951057], [-8.57528937931034, 41.1436975302889], [-8.57385, 41.144067]]
[[-8.645769, 41.163435], [-8.6451265862069, 41.1641274816581], [-8.64448417241379, 41.1632732079971], [-8.64384175862069, 41.162418934336], [-8.64319934482759, 41.163741361221], [-8.64255693103448, 41.1651583572414], [-8.64191451724138, 41.1651034897425], [-8.64127210344827, 41.1650926473156], [-8.64062968965517, 41.1650818048887], [-8.63998727586207, 41.165053938294], [-8.63934486206897, 41.1649525045372], [-8.63870244827586, 41.1648496153513], [-8.63806003448276, 41.1647232829318], [-8.63741762068966, 41.1645969505122], [-8.63677520689655, 41.1644706180926], [-8.63613279310345, 41.1642515172414], [-8.63549037931034, 41.16407809079], [-8.63484796551724, 41.1639100331733], [-8.63420555172414, 41.1637419755565], [-8.63356313793103, 41.1638565680152], [-8.63292072413793, 41.1641448954657], [-8.63227831034483, 41.1644332229161], [-8.63163589655172, 41.1646267862069], [-8.63099348275862, 41.1633582738916], [-8.63035106896552, 41.1620897615764], [-8.62970865517241, 41.1608212492611], [-8.62906624137931, 41.1595527369458], [-8.62842382758621, 41.1626215322339], [-8.6277814137931, 41.160207274673], [-8.627139, 41.164551]]
[[-8.655183, 41.162319], [-8.65344413793103, 41.1621020577482], [-8.65170527586207, 41.1616050370852], [-8.6499664137931, 41.1612891445341], [-8.64822755172414, 41.1610096111519], [-8.64648868965517, 41.1607027553079], [-8.64474982758621, 41.1603703366065], [-8.64301096551724, 41.1600833706238], [-8.64127210344827, 41.1597964924138], [-8.63953324137931, 41.1595878289655], [-8.63779437931034, 41.1593563268366], [-8.63605551724138, 41.159053916042], [-8.63431665517241, 41.1586916182369], [-8.63257779310345, 41.1581168479296], [-8.63083893103448, 41.1567995644678], [-8.62910006896552, 41.1572220987989], [-8.62736120689655, 41.1572639120095], [-8.62562234482759, 41.1572306004756], [-8.62388348275862, 41.1554652667063], [-8.62214462068965, 41.1557590744352], [-8.62040575862069, 41.1555648422153], [-8.61866689655172, 41.1549639663583], [-8.61692803448276, 41.1546717998318], [-8.61518917241379, 41.154351969884], [-8.61345031034483, 41.1537748802891], [-8.61171144827586, 41.153525173438], [-8.6099725862069, 41.1534476993855], [-8.60823372413793, 41.1534479584846], [-8.60649486206897, 41.1534293623263], [-8.604756, 41.152923]]
[[-8.693028, 41.203188], [-8.68998227586207, 41.2037192383164], [-8.68693655172414, 41.2035339482289], [-8.68389082758621, 41.1963908275862], [-8.68084510344828, 41.1933451034483], [-8.67779937931035, 41.1911370948276], [-8.67475365517241, 41.1896085239697], [-8.67170793103448, 41.1891380462574], [-8.66866220689655, 41.1880668858751], [-8.66561648275862, 41.1863030747664], [-8.66257075862069, 41.1838266448598], [-8.65952503448276, 41.1813498341893], [-8.65647931034483, 41.178854955665], [-8.6534335862069, 41.1763608341164], [-8.65038786206897, 41.1738982404646], [-8.64734213793103, 41.1714180353974], [-8.6442964137931, 41.1689586710722], [-8.64125068965517, 41.1684195825597], [-8.63820496551724, 41.1702197464503], [-8.63515924137931, 41.1712891855752], [-8.63211351724138, 41.17207314009], [-8.62906779310345, 41.1726716910945], [-8.62602206896552, 41.1731341034483], [-8.62297634482759, 41.1734725172414], [-8.61993062068965, 41.1738158442371], [-8.61688489655172, 41.1630055026207], [-8.61383917241379, 41.1428468435013], [-8.61079344827586, 41.1455818382445], [-8.60774772413793, 41.1562502512315], [-8.604702, 41.17275]]
[[-8.665209, 41.18112], [-8.66472765517242, 41.180940394695], [-8.66424631034483, 41.1808614047745], [-8.66376496551724, 41.1807824148541], [-8.66328362068966, 41.1806613103448], [-8.66280227586207, 41.1960142382445], [-8.66232093103448, 41.1918123724138], [-8.6618395862069, 41.1921276206897], [-8.66135824137931, 41.1940811694153], [-8.66087689655173, 41.1941921473354], [-8.66039555172414, 41.1800978793103], [-8.65991420689655, 41.1799522887932], [-8.65943286206897, 41.1954268667109], [-8.65895151724138, 41.1829345541022], [-8.65847017241379, 41.1706486312997], [-8.65798882758621, 41.1939993852556], [-8.65750748275862, 41.1959413626635], [-8.65702613793103, 41.1911924251361], [-8.65654479310345, 41.1972321724138], [-8.65606344827586, 41.1936849310345], [-8.65558210344827, 41.1916593808777], [-8.65510075862069, 41.1920736489028], [-8.6546194137931, 41.1879897997775], [-8.65413806896552, 41.1859172327586], [-8.65365672413793, 41.1892730199637], [-8.65317537931034, 41.1903472468965], [-8.65269403448276, 41.1796253793103], [-8.65221268965517, 41.1912595907708], [-8.65173134482758, 41.1913091409736], [-8.65125, 41.191623]]
[[-8.702928, 41.189877], [-8.70103551724138, 41.1905766653605], [-8.69914303448276, 41.1906402047141], [-8.69725055172414, 41.1907519969446], [-8.69535806896552, 41.1900320811359], [-8.6934655862069, 41.1870746515427], [-8.69157310344828, 41.1855390890555], [-8.68968062068966, 41.1800641835373], [-8.68778813793103, 41.169040959432], [-8.68589565517241, 41.1632540507099], [-8.68400317241379, 41.1598404827586], [-8.68211068965517, 41.1574428806897], [-8.68021820689655, 41.1551958222812], [-8.67832572413793, 41.1530350290381], [-8.67643324137931, 41.1530248122821], [-8.67454075862069, 41.1541353745159], [-8.67264827586207, 41.1555973708374], [-8.67075579310345, 41.1560417217646], [-8.66886331034483, 41.1567926168306], [-8.66697082758621, 41.1575441442798], [-8.66507834482759, 41.1582921936626], [-8.66318586206897, 41.1590297758621], [-8.66129337931035, 41.1597716808386], [-8.65940089655173, 41.1605386448276], [-8.6575084137931, 41.1613587206897], [-8.65561593103448, 41.1622786583231], [-8.65372344827586, 41.1620779972571], [-8.65183096551724, 41.1618146081897], [-8.64993848275862, 41.1649127141476], [-8.648046, 41.165028]]
[[-8.615115, 41.148261], [-8.61454955172414, 41.1495472523511], [-8.61398410344828, 41.1504748448276], [-8.61341865517241, 41.151107637931], [-8.61285320689655, 41.1535178478493], [-8.61228775862069, 41.1539900263064], [-8.61172231034483, 41.1562178881145], [-8.61115686206896, 41.1570419988995], [-8.6105914137931, 41.1572746683786], [-8.61002596551724, 41.1573789354365], [-8.60946051724138, 41.1573574043887], [-8.60889506896552, 41.1577437664071], [-8.60832962068966, 41.1589537041157], [-8.60776417241379, 41.1602407277051], [-8.60719872413793, 41.1615861046373], [-8.60663327586207, 41.1629314815696], [-8.60606782758621, 41.1629866596702], [-8.60550237931034, 41.1637477785844], [-8.60493693103448, 41.1619253144994], [-8.60437148275862, 41.1618549364791], [-8.60380603448276, 41.1621197463702], [-8.6032405862069, 41.164984188294], [-8.60267513793104, 41.1629816089151], [-8.60210968965517, 41.1644235789474], [-8.60154424137931, 41.1642117931034], [-8.60097879310345, 41.1657740038932], [-8.60041334482759, 41.1647298472906], [-8.59984789655172, 41.1650909634888], [-8.59928244827586, 41.1645996], [-8.598717, 41.165163]]
