Points
[[-8.632746, 41.14692], [-8.63245524489796, 41.1511142970039], [-8.63216448979592, 41.1517222163265], [-8.63187373469388, 41.1493380244898], [-8.63158297959184, 41.1498597606679], [-8.6312922244898, 41.1529259053803], [-8.63100146938775, 41.1540676962785], [-8.63071071428571, 41.1526832814499], [-8.63041995918367, 41.1482004453244], [-8.63012920408163, 41.1469493016582], [-8.62983844897959, 41.1504900816327], [-8.62954769387755, 41.1507969897959], [-8.62925693877551, 41.1511038979592], [-8.62896618367347, 41.1516524387755], [-8.62867542857143, 41.1523063943249], [-8.62838467346939, 41.1506076675985], [-8.62809391836735, 41.1489089408722], [-8.62780316326531, 41.1472102141459], [-8.62751240816326, 41.1455114874196], [-8.62722165306122, 41.1447146899019], [-8.62693089795918, 41.1447486742645], [-8.62664014285714, 41.1447720806224], [-8.6263493877551, 41.1447288991716], [-8.62605863265306, 41.1446857177208], [-8.62576787755102, 41.14464253627], [-8.62547712244898, 41.1445993548192], [-8.62518636734694, 41.1445561733684], [-8.6248956122449, 41.1445129919176], [-8.62460485714286, 41.1444698104668], [-8.62431410204082, 41.144426629016], [-8.62402334693878, 41.1443834475652], [-8.62373259183673, 41.1443046734694], [-8.62344183673469, 41.1442145393878], [-8.62315108163265, 41.1441244053061], [-8.62286032653061, 41.1440342712245], [-8.62256957142857, 41.1439441371429], [-8.62227881632653, 41.1438540030612], [-8.62198806122449, 41.1436971865889], [-8.62169730612245, 41.1434895043732], [-8.62140655102041, 41.1432818221574], [-8.62111579591837, 41.1430741399417], [-8.62082504081633, 41.1428664577259], [-8.62053428571429, 41.1426587755102], [-8.62024353061224, 41.1424561964422], [-8.6199527755102, 41.1422665059478], [-8.61966202040816, 41.1420768154535], [-8.61937126530612, 41.1418871249591], [-8.61908051020408, 41.1416974344647], [-8.61878975510204, 41.1415077439703], [-8.618499, 41.141376]]
[[-8.614764, 41.150016], [-8.61466757142857, 41.1508912747253], [-8.61457114285714, 41.1511529089286], [-8.61447471428571, 41.1512481321429], [-8.61437828571428, 41.1513433553571], [-8.61428185714286, 41.1514385785714], [-8.61418542857143, 41.1515338017857], [-8.614089, 41.151629025], [-8.61399257142857, 41.1517242482143], [-8.61389614285714, 41.1620335714289], [-8.61379971428571, 41.1704818095238], [-8.61370328571429, 41.1613925238095], [-8.61360685714286, 41.1519857142857], [-8.61351042857143, 41.1732334285715], [-8.613414, 41.1579494999999], [-8.61331757142857, 41.1731618571432], [-8.61322114285714, 41.1732498139535], [-8.61312471428571, 41.1723393488372], [-8.61302828571429, 41.1714288837209], [-8.61293185714286, 41.1705184186047], [-8.61283542857143, 41.1710929714286], [-8.612739, 41.1717294], [-8.61264257142857, 41.1714104516129], [-8.61254614285714, 41.1660757741936], [-8.61244971428571, 41.1607410967742], [-8.61235328571428, 41.1650543571426], [-8.61225685714286, 41.1535928571429], [-8.61216042857143, 41.1538909885714], [-8.612064, 41.15463156], [-8.61196757142857, 41.1553721314286], [-8.61187114285714, 41.1641164285715], [-8.61177471428571, 41.1739521428572], [-8.61167828571429, 41.1588716086957], [-8.61158185714286, 41.1543813913044], [-8.61148542857143, 41.152984392857], [-8.611389, 41.161563], [-8.61129257142857, 41.1620581737452], [-8.61119614285714, 41.1625533474903], [-8.61109971428571, 41.1630485212355], [-8.61100328571429, 41.1643997142857], [-8.61090685714286, 41.165641881203], [-8.61081042857143, 41.1669116932331], [-8.610714, 41.1681815052631], [-8.61061757142857, 41.1694513172932], [-8.61052114285714, 41.1707211293233], [-8.61042471428572, 41.1719909413534], [-8.61032828571429, 41.1732607533834], [-8.61023185714286, 41.1745305654135], [-8.61013542857143, 41.1756470357143], [-8.610039, 41.175639]]
[[-8.689338, 41.168124], [-8.68860165306122, 41.1671070406605], [-8.68786530612245, 41.1664156614737], [-8.68712895918367, 41.1652611428571], [-8.6863926122449, 41.1639624678179], [-8.68565626530612, 41.162659700157], [-8.68491991836735, 41.1613529119072], [-8.68418357142857, 41.1600391418294], [-8.68344722448979, 41.158928393321], [-8.68271087755102, 41.1580511877551], [-8.68197453061224, 41.1571757530612], [-8.68123818367347, 41.1563030889347], [-8.68050183673469, 41.1554316324658], [-8.67976548979592, 41.154554775999], [-8.67902914285714, 41.1535141899059], [-8.67829279591837, 41.1524736038128], [-8.67755644897959, 41.1513939918367], [-8.67682010204082, 41.1505511991878], [-8.67608375510204, 41.149923801541], [-8.67534740816327, 41.1493662980039], [-8.67461106122449, 41.1492829886787], [-8.67387471428571, 41.1491996793535], [-8.67313836734694, 41.1491163700283], [-8.67240202040816, 41.1490029964814], [-8.67166567346939, 41.1488811183673], [-8.67092932653061, 41.1487592402533], [-8.67019297959184, 41.1485978565777], [-8.66945663265306, 41.148307849168], [-8.66872028571428, 41.1480178417582], [-8.66798393877551, 41.1477278343485], [-8.66724759183673, 41.1475538437418], [-8.66651124489796, 41.1477055375317], [-8.66577489795918, 41.1478572313217], [-8.66503855102041, 41.1479203245785], [-8.66430220408163, 41.1478584287489], [-8.66356585714286, 41.1477965329193], [-8.66282951020408, 41.1477346370896], [-8.66209316326531, 41.1476473647136], [-8.66135681632653, 41.1474573396972], [-8.66062046938776, 41.1472673146807], [-8.65988412244898, 41.1470772896643], [-8.6591477755102, 41.1468872646478], [-8.65841142857143, 41.1469091723254], [-8.65767508163265, 41.147044554498], [-8.65693873469388, 41.1471799366706], [-8.6562023877551, 41.1475417998683], [-8.65546604081633, 41.1479218499013], [-8.65472969387755, 41.1484622142857], [-8.65399334693878, 41.1493010816327], [-8.653257, 41.148432]]
[[-8.645607, 41.154363], [-8.64492318367347, 41.1544213745645], [-8.64423936734694, 41.1544797491289], [-8.64355555102041, 41.1543500985222], [-8.64287173469388, 41.1541850394089], [-8.64218791836735, 41.1540199802956], [-8.64150410204082, 41.1538281056575], [-8.64082028571429, 41.1536290198915], [-8.64013646938776, 41.1534299341256], [-8.63945265306123, 41.1532597943684], [-8.63876883673469, 41.1531039881168], [-8.63808502040816, 41.1529481818651], [-8.63740120408163, 41.1527827983673], [-8.6367173877551, 41.1526230846011], [-8.63603357142857, 41.1524902530612], [-8.63534975510204, 41.1524837405248], [-8.63466593877551, 41.1524772279883], [-8.63398212244898, 41.1525151762727], [-8.63329830612245, 41.1526354077147], [-8.63261448979592, 41.1527556391568], [-8.63193067346939, 41.1537847474008], [-8.63124685714286, 41.1543094366577], [-8.63056304081633, 41.156570800314], [-8.6298792244898, 41.1559092631579], [-8.62919540816327, 41.1573014693878], [-8.62851159183673, 41.1580042806122], [-8.6278277755102, 41.1579577882653], [-8.62714395918367, 41.1576084258136], [-8.62646014285714, 41.1574975366795], [-8.62577632653061, 41.1573866475455], [-8.62509251020408, 41.1572685435016], [-8.62440869387755, 41.1571455765306], [-8.62372487755102, 41.1570226095596], [-8.62304106122449, 41.1568863581362], [-8.62235724489796, 41.1567411228102], [-8.62167342857143, 41.1565958874842], [-8.6209896122449, 41.1564854095547], [-8.62030579591837, 41.1563960471939], [-8.61962197959184, 41.156306684833], [-8.61893816326531, 41.1562173224722], [-8.61825434693877, 41.1561279601113], [-8.61757053061224, 41.1560130944722], [-8.61688671428571, 41.1558998798486], [-8.61620289795918, 41.1557843794268], [-8.61551908163265, 41.155666219988], [-8.61483526530612, 41.1555480605492], [-8.61415144897959, 41.1554299011104], [-8.61346763265306, 41.1542021668667], [-8.61278381632653, 41.1551815564112], [-8.6121, 41.153922]]
[[-8.628354, 41.157459], [-8.62807683673469, 41.1575705171515], [-8.62779967346939, 41.1575454545158], [-8.62752251020408, 41.1575203918802], [-8.62724534693877, 41.1574953292445], [-8.62696818367347, 41.1574702666088], [-8.62669102040816, 41.1574452039731], [-8.62641385714286, 41.1572487592955], [-8.62613669387755, 41.1568614900755], [-8.62585953061224, 41.1564742208555], [-8.62558236734694, 41.1560869516355], [-8.62530520408163, 41.1556996824154], [-8.62502804081633, 41.1569180816327], [-8.62475087755102, 41.1565309769815], [-8.62447371428571, 41.1563472757475], [-8.62419655102041, 41.1561635745135], [-8.6239193877551, 41.1559798732795], [-8.6236422244898, 41.1557961720456], [-8.62336506122449, 41.1557040598007], [-8.62308789795918, 41.155749179402], [-8.62281073469388, 41.1557942990033], [-8.62253357142857, 41.1558394186047], [-8.62225640816327, 41.155884538206], [-8.62197924489796, 41.1559296578073], [-8.62170208163265, 41.1559747774086], [-8.62142491836735, 41.1559602598116], [-8.62114775510204, 41.1558629861656], [-8.62087059183673, 41.1557657125196], [-8.62059342857143, 41.1556684388736], [-8.62031626530612, 41.1555711652276], [-8.62003910204082, 41.1554738915816], [-8.61976193877551, 41.1553766179356], [-8.6194847755102, 41.1553030612245], [-8.6192076122449, 41.1552414693878], [-8.61893044897959, 41.1544933041554], [-8.61865328571429, 41.1538221015491], [-8.61837612244898, 41.1531508989427], [-8.61809895918367, 41.1525501627137], [-8.61782179591837, 41.1520033270822], [-8.61754463265306, 41.1514482857143], [-8.61726746938776, 41.1508299383009], [-8.61699030612245, 41.1501660355956], [-8.61671314285714, 41.1496450714286], [-8.61643597959184, 41.1496051299972], [-8.61615881632653, 41.1496962521666], [-8.61588165306122, 41.1497845714286], [-8.61560448979592, 41.1498281701445], [-8.61532732653061, 41.1498717688604], [-8.61505016326531, 41.1498810717475], [-8.614773, 41.149998]]
[[-8.649072, 41.162904], [-8.64769683673469, 41.1589489842301], [-8.64632167346939, 41.1569018661874], [-8.64494651020408, 41.163730472937], [-8.64357134693878, 41.1540312537711], [-8.64219618367347, 41.1603776961451], [-8.64082102040816, 41.1496996454082], [-8.63944585714286, 41.1526033714286], [-8.63807069387755, 41.1646498016326], [-8.63669553061225, 41.1706609481824], [-8.63532036734694, 41.1710584563138], [-8.63394520408163, 41.1714559644452], [-8.63257004081633, 41.1718358236059], [-8.63119487755102, 41.1721277903289], [-8.62981971428571, 41.1724197570519], [-8.62844455102041, 41.1727009043558], [-8.6270693877551, 41.1728651029546], [-8.6256942244898, 41.1730293015535], [-8.62431906122449, 41.1731930110688], [-8.62294389795918, 41.1733250888966], [-8.62156873469388, 41.1734571667243], [-8.62019357142857, 41.1735892445521], [-8.61881840816327, 41.1737417487984], [-8.61744324489796, 41.17391165314], [-8.61606808163265, 41.1740815574817], [-8.61469291836735, 41.1742264080824], [-8.61331775510204, 41.174229131178], [-8.61194259183674, 41.1742318542736], [-8.61056742857143, 41.1742345773692], [-8.60919226530612, 41.1736327181887], [-8.60781710204082, 41.1729197879244], [-8.60644193877551, 41.1722087226843], [-8.6050667755102, 41.1719189268471], [-8.6036916122449, 41.1716291310099], [-8.60231644897959, 41.1713393351726], [-8.60094128571429, 41.171327216952], [-8.59956612244898, 41.1714271797041], [-8.59819095918367, 41.1715271424562], [-8.59681579591837, 41.1714885467949], [-8.59544063265306, 41.171225024319], [-8.59406546938776, 41.170961501843], [-8.59269030612245, 41.1704409132917], [-8.59131514285714, 41.1695502635085], [-8.58993997959184, 41.1686596137253], [-8.58856481632653, 41.1679146530612], [-8.58718965306123, 41.167188872449], [-8.58581448979592, 41.1660639366615], [-8.58443932653061, 41.163971058704], [-8.58306416326531, 41.1650012453878], [-8.581689, 41.163498]]
[[-8.650287, 41.1606], [-8.64988457142857, 41.1600754444444], [-8.64948214285714, 41.158943], [-8.64907971428572, 41.1609253333333], [-8.64867728571429, 41.1581312678572], [-8.64827485714286, 41.1553493406593], [-8.64787242857143, 41.1545393214286], [-8.64747, 41.154394], [-8.64706757142857, 41.155178710084], [-8.64666514285714, 41.1609678039867], [-8.64626271428572, 41.1582236428572], [-8.64586028571429, 41.1536820974026], [-8.64545785714286, 41.1521472642857], [-8.64505542857143, 41.1599174598214], [-8.644653, 41.1566686875], [-8.64425057142857, 41.1563331904762], [-8.64384814285714, 41.1615073928571], [-8.64344571428571, 41.1629008942486], [-8.64304328571429, 41.1640891558442], [-8.64264085714286, 41.1649578928571], [-8.64223842857143, 41.1649690714286], [-8.641836, 41.16498025], [-8.64143357142857, 41.1537860241973], [-8.64103114285714, 41.1536864001861], [-8.64062871428571, 41.153586776175], [-8.64022628571429, 41.1534871521638], [-8.63982385714286, 41.1533875281526], [-8.63942142857143, 41.1532879041415], [-8.639019, 41.1531882801303], [-8.63861657142857, 41.1530950702703], [-8.63821414285714, 41.1530037081081], [-8.63781171428571, 41.1529123459459], [-8.63740928571429, 41.1528209837838], [-8.63700685714286, 41.1527053445378], [-8.63660442857143, 41.1526080252101], [-8.636202, 41.1525107058824], [-8.63579957142857, 41.1524319455081], [-8.63539714285714, 41.1524582209131], [-8.63499471428571, 41.1524844963181], [-8.63459228571429, 41.1525107717231], [-8.63418985714286, 41.1525370471281], [-8.63378742857143, 41.1525633225331], [-8.633385, 41.1525895979381], [-8.63298257142857, 41.1526785164835], [-8.63258014285714, 41.1528023406593], [-8.63217771428571, 41.1533717481203], [-8.63177528571429, 41.1539189097744], [-8.63137285714286, 41.1543732857143], [-8.63097042857143, 41.1546147428571], [-8.630568, 41.154795]]
[[-8.612568, 41.145948], [-8.61196793877551, 41.1461303225806], [-8.61136787755102, 41.1463674435484], [-8.61076781632653, 41.1485638663057], [-8.61016775510204, 41.1507003673469], [-8.60956769387755, 41.1530750526316], [-8.60896763265306, 41.1569898007203], [-8.60836757142857, 41.1575435298701], [-8.60776751020408, 41.1577508237477], [-8.60716744897959, 41.1579581176252], [-8.6065673877551, 41.1585637792208], [-8.60596732653061, 41.1591112528272], [-8.60536726530612, 41.1589392607565], [-8.60476720408163, 41.1587672686858], [-8.60416714285714, 41.1599685946844], [-8.60356708163265, 41.1599127750356], [-8.60296702040816, 41.1598569553868], [-8.60236695918367, 41.159741695421], [-8.60176689795918, 41.1595878982164], [-8.60116683673469, 41.1594341010118], [-8.6005667755102, 41.159280962449], [-8.59996671428571, 41.1591449485714], [-8.59936665306122, 41.1590089346939], [-8.59876659183673, 41.1588729208163], [-8.59816653061224, 41.1589975952682], [-8.59756646938775, 41.1592551436699], [-8.59696640816327, 41.1595126920715], [-8.59636634693877, 41.1597484897959], [-8.59576628571429, 41.1599262857143], [-8.59516622448979, 41.1601040816327], [-8.59456616326531, 41.1602818250729], [-8.59396610204081, 41.1604580335277], [-8.59336604081633, 41.1606342419825], [-8.59276597959184, 41.1608104504373], [-8.59216591836735, 41.1609568462874], [-8.59156585714286, 41.1614811865889], [-8.59096579591837, 41.1622077913369], [-8.59036573469388, 41.1629316428571], [-8.58976567346939, 41.1636317142857], [-8.5891656122449, 41.1637357986096], [-8.58856555102041, 41.1636248161828], [-8.58796548979592, 41.1634262043691], [-8.58736542857143, 41.1632275925553], [-8.58676536734694, 41.1630289807416], [-8.58616530612245, 41.1630328561225], [-8.58556524489796, 41.163282234342], [-8.58496518367347, 41.1648586793003], [-8.58436512244898, 41.1648329623907], [-8.58376506122449, 41.164802043956], [-8.583165, 41.1647625]]
[[-8.604261, 41.1609375], [-8.60353236734694, 41.1617979507327], [-8.60280373469388, 41.1626646063112], [-8.60207510204082, 41.1634648647136], [-8.60134646938775, 41.163997847539], [-8.60061783673469, 41.1645693241297], [-8.59988920408163, 41.1650367423469], [-8.59916057142857, 41.1654111785714], [-8.59843193877551, 41.1656917755102], [-8.59770330612245, 41.1659522528838], [-8.59697467346939, 41.1662127302573], [-8.59624604081633, 41.1664341398284], [-8.59551740816326, 41.166650412418], [-8.5947887755102, 41.1668666850076], [-8.59406014285714, 41.1671338504983], [-8.59333151020408, 41.1674812218794], [-8.59260287755102, 41.1678285932606], [-8.59187424489796, 41.1681918488344], [-8.5911456122449, 41.1686180845366], [-8.59041697959184, 41.1690443202388], [-8.58968834693878, 41.1695046083882], [-8.58895971428571, 41.1703766726659], [-8.58823108163265, 41.171383680738], [-8.58750244897959, 41.1725215454291], [-8.58677381632653, 41.1740243265306], [-8.58604518367347, 41.1755549024559], [-8.58531655102041, 41.1769433097895], [-8.58458791836735, 41.1780419512117], [-8.58385928571428, 41.1795634675325], [-8.58313065306122, 41.1816280433324], [-8.58240202040816, 41.1835489492169], [-8.5816733877551, 41.1851132958173], [-8.58094475510204, 41.1873108520408], [-8.58021612244898, 41.1908965848681], [-8.57948748979592, 41.1928378072562], [-8.57875885714286, 41.1935544935065], [-8.5780302244898, 41.1942152361516], [-8.57730159183673, 41.1948397784257], [-8.57657295918367, 41.1948395705315], [-8.57584432653061, 41.1946273862974], [-8.57511569387755, 41.1944951812908], [-8.57438706122449, 41.1944434002901], [-8.57365842857143, 41.1943952142857], [-8.57292979591837, 41.1943984964148], [-8.57220116326531, 41.1944017785438], [-8.57147253061224, 41.1943997187384], [-8.57074389795918, 41.194386470872], [-8.57001526530612, 41.1943732230056], [-8.56928663265306, 41.1939707693878], [-8.568558, 41.193315]]
[[-8.628327, 41.157378], [-8.62817106122449, 41.1575760843905], [-8.62801512244898, 41.157774168781], [-8.62785918367347, 41.1579345907236], [-8.62770324489796, 41.1580891118738], [-8.62754730612245, 41.1582436330241], [-8.62739136734694, 41.1583981541744], [-8.62723542857143, 41.1585526753247], [-8.62707948979592, 41.158707196475], [-8.62692355102041, 41.158819026727], [-8.6267676122449, 41.1588907977116], [-8.62661167346939, 41.1589625686961], [-8.62645573469388, 41.1590343396806], [-8.62629979591837, 41.1591061106652], [-8.62614385714286, 41.1591778816497], [-8.62598791836735, 41.1592496526343], [-8.62583197959184, 41.1593214236188], [-8.62567604081633, 41.1593931946034], [-8.62552010204082, 41.1594649655879], [-8.62536416326531, 41.1595367365724], [-8.6252082244898, 41.159608507557], [-8.62505228571429, 41.1596802785415], [-8.62489634693878, 41.1597520495261], [-8.62474040816327, 41.1600523423006], [-8.62458446938776, 41.1604406141002], [-8.62442853061224, 41.1608288858998], [-8.62427259183673, 41.1612171576994], [-8.62411665306122, 41.1616054294991], [-8.62396071428571, 41.1619937012987], [-8.6238047755102, 41.1623819730983], [-8.62364883673469, 41.162770244898], [-8.62349289795918, 41.1631585166976], [-8.62333695918367, 41.1635467884972], [-8.62318102040816, 41.1639350602968], [-8.62302508163265, 41.1640854583987], [-8.62286914285714, 41.1624261098901], [-8.62271320408163, 41.1607667613815], [-8.62255726530612, 41.1608480854592], [-8.62240132653061, 41.1613305210459], [-8.6222453877551, 41.1618129566327], [-8.62208944897959, 41.1622953922194], [-8.62193351020408, 41.1627778278061], [-8.62177757142857, 41.1632602633929], [-8.62162163265306, 41.1637426989796], [-8.62146569387755, 41.1634188244898], [-8.62130975510204, 41.1620049795918], [-8.62115381632653, 41.1605911346939], [-8.62099787755102, 41.1613379387755], [-8.62084193877551, 41.1624152340937], [-8.620686, 41.163786]]
[[-8.617257, 41.142834], [-8.61649640816327, 41.1444946586271], [-8.61573581632653, 41.1412211737609], [-8.6149752244898, 41.1443819265306], [-8.61421463265306, 41.1435394897959], [-8.61345404081633, 41.1473649297898], [-8.61269344897959, 41.1465873097776], [-8.61193285714286, 41.1461536741071], [-8.61117226530612, 41.1461932882653], [-8.61041167346939, 41.1493014391047], [-8.60965108163265, 41.1512168571429], [-8.60889048979592, 41.1481922257653], [-8.60812989795918, 41.1486394649235], [-8.60736930612245, 41.1512499991029], [-8.60660871428571, 41.1510857284144], [-8.60584812244898, 41.152600090317], [-8.60508753061224, 41.1533408453883], [-8.60432693877551, 41.1535224954944], [-8.60356634693878, 41.1537041456006], [-8.60280575510204, 41.1538857957068], [-8.60204516326531, 41.1540674458129], [-8.60128457142857, 41.1542490959191], [-8.60052397959184, 41.1544307460253], [-8.5997633877551, 41.1546123961314], [-8.59900279591837, 41.1547940462376], [-8.59824220408163, 41.1549756963438], [-8.5974816122449, 41.1551573464499], [-8.59672102040816, 41.1553389965561], [-8.59596042857143, 41.1555206466622], [-8.59519983673469, 41.1557022967684], [-8.59443924489796, 41.1558839468746], [-8.59367865306123, 41.1560655969807], [-8.59291806122449, 41.1562472470869], [-8.59215746938776, 41.1564288971931], [-8.59139687755102, 41.1566105472992], [-8.59063628571429, 41.1567921974054], [-8.58987569387755, 41.1569738475116], [-8.58911510204082, 41.1571554976177], [-8.58835451020408, 41.1573371477239], [-8.58759391836735, 41.15751879783], [-8.58683332653061, 41.1577004479362], [-8.58607273469388, 41.1578820980424], [-8.58531214285714, 41.1580637481485], [-8.58455155102041, 41.1582453982547], [-8.58379095918367, 41.1584270483609], [-8.58303036734694, 41.158608698467], [-8.5822697755102, 41.1587903485732], [-8.58150918367347, 41.1589719986793], [-8.58074859183673, 41.1591536487855], [-8.579988, 41.15934]]
[[-8.666811, 41.175711], [-8.66662714285714, 41.1744588979592], [-8.66644328571429, 41.1751419368771], [-8.66625942857143, 41.17666410299], [-8.66607557142857, 41.178186269103], [-8.66589171428571, 41.179708435216], [-8.66570785714286, 41.1809339189189], [-8.665524, 41.1800991081081], [-8.66534014285714, 41.1792642972973], [-8.66515628571429, 41.1784294864865], [-8.66497242857143, 41.1775946756757], [-8.66478857142857, 41.1767598648648], [-8.66460471428571, 41.1809853478992], [-8.66442085714286, 41.1809291092437], [-8.664237, 41.1808728705882], [-8.66405314285714, 41.1808166319328], [-8.66386928571429, 41.1807603932773], [-8.66368542857143, 41.1796986101695], [-8.66350157142857, 41.1786297457627], [-8.66331771428571, 41.1788269285714], [-8.66313385714286, 41.180846], [-8.66295, 41.178539625], [-8.66276614285714, 41.1814505798319], [-8.66258228571428, 41.1810204857142], [-8.66239842857143, 41.1776881591837], [-8.66221457142857, 41.1782694979592], [-8.66203071428571, 41.1788508367347], [-8.66184685714286, 41.1794321755102], [-8.661663, 41.1800135142857], [-8.66147914285714, 41.1801577714286], [-8.66129528571429, 41.1783827142857], [-8.66111142857143, 41.1770720080257], [-8.66092757142857, 41.1770492841091], [-8.66074371428571, 41.1770265601926], [-8.66055985714286, 41.1770038362761], [-8.660376, 41.1769811123595], [-8.66019214285714, 41.1776321142857], [-8.66000828571429, 41.1783177932773], [-8.65982442857143, 41.1790034722689], [-8.65964057142857, 41.1796891512605], [-8.65945671428571, 41.1796492563025], [-8.65927285714286, 41.1794172059801], [-8.659089, 41.1791884534884], [-8.65890514285714, 41.1789597009967], [-8.65872128571429, 41.178730948505], [-8.65853742857143, 41.1785021960133], [-8.65835357142857, 41.1776436623377], [-8.65816971428571, 41.1778693051948], [-8.65798585714286, 41.1777016897959], [-8.657802, 41.177376]]
[[-8.679591, 41.158215], [-8.67821381632653, 41.1583883260408], [-8.67683663265306, 41.1545346734694], [-8.67545944897959, 41.1537001471743], [-8.67408226530612, 41.1543824623234], [-8.67270508163265, 41.1554280106477], [-8.67132789795918, 41.1538744118738], [-8.66995071428572, 41.1528110389058], [-8.66857353061225, 41.152014030482], [-8.66719634693878, 41.1513189910714], [-8.66581916326531, 41.1508459469388], [-8.66444197959184, 41.1506021176982], [-8.66306479591837, 41.150466031237], [-8.6616876122449, 41.1504472940441], [-8.66031042857143, 41.1505372077922], [-8.65893324489796, 41.1507134131107], [-8.65755606122449, 41.1511373804416], [-8.65617887755102, 41.1517155155673], [-8.65480169387755, 41.1520095881876], [-8.65342451020408, 41.1521828761995], [-8.65204732653061, 41.1527231180997], [-8.65067014285714, 41.1534091589085], [-8.64929295918367, 41.1541519096537], [-8.6479157755102, 41.1542208850698], [-8.64653859183674, 41.1542673729128], [-8.64516140816326, 41.1542986725417], [-8.6437842244898, 41.1543299721707], [-8.64240704081633, 41.1540211441738], [-8.64102985714286, 41.1536311889401], [-8.63965267346939, 41.1532698109782], [-8.63827548979592, 41.1529178003932], [-8.63689830612245, 41.1526570048139], [-8.63552112244898, 41.1524430587836], [-8.63414393877551, 41.1525665935318], [-8.63276675510204, 41.1526643877551], [-8.63138957142857, 41.1526216843854], [-8.6300123877551, 41.1525642896643], [-8.62863520408163, 41.1524902475313], [-8.62725802040816, 41.1525564186704], [-8.62588083673469, 41.150860402468], [-8.62450365306123, 41.1483379331457], [-8.62312646938775, 41.1479052547502], [-8.62174928571429, 41.1475804285714], [-8.62037210204082, 41.1473389402645], [-8.61899491836735, 41.1471025138828], [-8.61761773469388, 41.1468660875011], [-8.61624055102041, 41.1466296611194], [-8.61486336734694, 41.1463932347377], [-8.61348618367347, 41.146156808356], [-8.612109, 41.146065]]
[[-8.65539, 41.17761], [-8.65468212244898, 41.1885081713336], [-8.65397424489796, 41.1859596516035], [-8.65326636734694, 41.1769478112245], [-8.65255848979592, 41.1796604846939], [-8.6518506122449, 41.1775046341685], [-8.65114273469388, 41.1753004015963], [-8.65043485714286, 41.1737903137432], [-8.64972697959184, 41.1732123630845], [-8.64901910204082, 41.1726344124257], [-8.6483112244898, 41.172056461767], [-8.64760334693878, 41.1714819064123], [-8.64689546938776, 41.1709122534718], [-8.64618759183674, 41.1703426005313], [-8.64547971428571, 41.1697729475909], [-8.64477183673469, 41.1692040344057], [-8.64406395918367, 41.1686409963536], [-8.64335608163265, 41.1680779583015], [-8.64264820408163, 41.1675149202494], [-8.64194032653061, 41.1669518821973], [-8.64123244897959, 41.1664028067581], [-8.64052457142857, 41.1658597138173], [-8.63981669387755, 41.1653166208765], [-8.63910881632653, 41.1647735279358], [-8.63840093877551, 41.1646004740223], [-8.63769306122449, 41.1645074064558], [-8.63698518367347, 41.1644143388893], [-8.63627730612245, 41.1642365877551], [-8.63556942857143, 41.1640093218045], [-8.63486155102041, 41.1637403365099], [-8.63415367346939, 41.1633193520633], [-8.63344579591837, 41.1628983676166], [-8.63273791836735, 41.1622884258136], [-8.63203004081633, 41.1622958819636], [-8.63132216326531, 41.1626011033336], [-8.63061428571429, 41.162918206852], [-8.62990640816327, 41.1632148949792], [-8.62919853061224, 41.1633433152429], [-8.62849065306122, 41.1634717355066], [-8.6277827755102, 41.1635557521866], [-8.62707489795918, 41.1635197040816], [-8.62636702040816, 41.1634902091837], [-8.62565914285714, 41.1634471526419], [-8.62495126530612, 41.1633861331901], [-8.6242433877551, 41.1636715530612], [-8.62353551020408, 41.164041222449], [-8.62282763265306, 41.1641656268222], [-8.62211975510204, 41.1640871994434], [-8.62141187755102, 41.1640132740525], [-8.620704, 41.163741]]
[[-8.595396, 41.155056], [-8.59508228571429, 41.1545967942857], [-8.59476857142857, 41.1526266685714], [-8.59445485714286, 41.1545144320557], [-8.59414114285714, 41.1520371428572], [-8.59382742857143, 41.1561154285714], [-8.59351371428571, 41.156830627785], [-8.5932, 41.1544475504587], [-8.59288628571428, 41.1520644731324], [-8.59257257142857, 41.1599133116883], [-8.59225885714286, 41.1604409220779], [-8.59194514285714, 41.1609685324675], [-8.59163142857143, 41.1608592857143], [-8.59131771428571, 41.1578552337662], [-8.591004, 41.1548511818182], [-8.59069028571428, 41.1518471298701], [-8.59037657142857, 41.153366548052], [-8.59006285714286, 41.1618596493507], [-8.58974914285714, 41.1638028077922], [-8.58943542857143, 41.1642648233766], [-8.58912171428571, 41.164726838961], [-8.588808, 41.16033], [-8.58849428571428, 41.1534282857143], [-8.58818057142857, 41.1618], [-8.58786685714286, 41.1675994805195], [-8.58755314285714, 41.1682332467532], [-8.58723942857143, 41.168867012987], [-8.58692571428571, 41.1585998961039], [-8.586612, 41.1489968478261], [-8.58629828571429, 41.1488672701863], [-8.58598457142857, 41.1487376925466], [-8.58567085714286, 41.1508838440233], [-8.58535714285714, 41.1578463804665], [-8.58504342857143, 41.1648089169096], [-8.58472971428571, 41.1685348004362], [-8.584416, 41.1685084580153], [-8.58410228571429, 41.1684821155943], [-8.58378857142857, 41.1684557731734], [-8.58347485714286, 41.1684294307525], [-8.58316114285714, 41.1684030883315], [-8.58284742857143, 41.1683767459106], [-8.58253371428571, 41.1683504034896], [-8.58222, 41.167389375], [-8.58190628571429, 41.1667129285714], [-8.58159257142857, 41.1661241208791], [-8.58127885714286, 41.1657621428571], [-8.58096514285714, 41.1654001648352], [-8.58065142857143, 41.1650381868132], [-8.58033771428571, 41.1652475121951], [-8.580024, 41.165676]]
